,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description,month_added,month_name_added,year_added,listed_in_1,listed_in_2,listed_in_3,duration_seasons
6728,TV Show,Ezel,Data not available,"Kenan İmirzalıoğlu, Cansu Dere, Haluk Bilginer, Yiğit Özşener, Barış Falay, Burçin Terzioğlu, Bade İşçil, Sarp Akkaya, İpek Bilgin, Salih Kalyon, Tuncel Kurtiz, Sedef Avcı, Berrak Tüzünataç, İsmail Filiz",Turkey,2016-12-26,2009,TV-14,1 Season,"Crime TV Shows, International TV Shows, TV Dramas",A young man framed for a crime escapes a prison sentence by faking his own death and assuming a new identity as he seeks revenge.,12,December,2016,Crime TV Shows, International TV Shows, TV Dramas,1
6731,TV Show,Fairy Tail,Data not available,"Tetsuya Kakihara, Aya Hirano, Rie Kugimiya, Yuichi Nakamura, Sayaka Ohara, Satomi Sato, Yui Horie, Hiroki Yasumoto, Ryoko Ono, Hiroki Touchi, Shinpachi Tsuji, Wataru Hatano, Mai Nakahara, Katsuyuki Konishi, Eri Kitamura, Todd Haberkorn, Cherami Leigh, Tia Lynn Ballard, Newton Pittman, Colleen Clinkenbeard, Brittney Karbowski, Jad Saxton, Christopher R. Sabat, Monica Rial, Rick Keeling, R. Bruce Elliott, David Wald, Brina Palencia, Patrick Seitz, Jamie Marchi",Japan,2017-04-01,2009,TV-MA,1 Season,"Anime Series, International TV Shows","When four young wizards team up to take jobs across the kingdom, they forge a bond more powerful than any magic and grow stronger with every mission.",4,April,2017,Anime Series, International TV Shows,0,1
6732,TV Show,Fake or Fortune?,Data not available,"Fiona Bruce, Philip Mould, Bendor Grosvenor",United Kingdom,2019-07-26,2015,TV-G,1 Season,"British TV Shows, Crime TV Shows, Docuseries",Fiona Bruce and Philip Mould use investigative skills and scientific techniques to determine if paintings are real or just impressive forgeries.,7,July,2019,British TV Shows, Crime TV Shows, Docuseries,1
6741,TV Show,Fatal Destiny,Data not available,"Arucha Tosawat, Nappon Gomarachun, Phakin Khamwilaisak, Ratchawin Wongviriya, Penpak Sirikul, Saksit Tangtong",United States,2018-07-13,2016,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Action & Adventure",A young man from a humble family is drawn into a life of crime – and soon confronts a determined cop in hot pursuit.,7,July,2018,Crime TV Shows, International TV Shows, TV Action & Adventure,1
6742,TV Show,Father Brown,Ian Barber,"Mark Williams, Sorcha Cusack, Nancy Carroll, Alex Price, Hugo Speer, Tom Chambers, Keith Osborn",United Kingdom,2018-03-31,2017,TV-14,6 Seasons,"British TV Shows, Crime TV Shows, TV Dramas","A modest, compassionate priest doubles as an effective crime solver in this series based on the short stories by G.K. Chesterton.",3,March,2018,British TV Shows, Crime TV Shows, TV Dramas,6
6744,TV Show,Fear Files... Har Mod Pe Darr,Data not available,Data not available,India,2017-06-01,2015,TV-MA,1 Season,"International TV Shows, TV Horror, TV Thrillers","Possessed lovers, witches, haunted houses and more bring tales of horror to the screen in this anthology series.",6,June,2017,International TV Shows, TV Horror, TV Thrillers,1
6750,TV Show,Filinta,Data not available,"Onur Tuna, Serhat Tutumluer, Mehmet Özgür, Naz Elmas, Kayra Şenocak, Kamil Güler, Ceyhun Ergin, Burcu Çoban, Umut Kırcalı, Sencer Serta",Turkey,2017-04-15,2015,TV-14,2 Seasons,"Crime TV Shows, International TV Shows, TV Action & Adventure","In 19th-century Istanbul, a young police officer investigates crimes and falls in love with the daughter of a wealthy merchant conspiring against him.",4,April,2017,Crime TV Shows, International TV Shows, TV Action & Adventure,2
6763,TV Show,Fit for Fashion,Data not available,Louise Roe,United States,2018-12-14,2015,TV-14,2 Seasons,"International TV Shows, Reality TV","In this reality series, physique meets fashion as contestants compete in challenges to transform both body and image for the grand prize of $100,000.",12,December,2018,International TV Shows, Reality TV,0,2
6766,TV Show,Fix It and Finish It,Data not available,Antonio Sabato Jr.,United States,2018-07-20,2014,TV-G,3 Seasons,Reality TV,"A team of skilled contractors and designers hosted by Antonio Sabato Jr. renovates houses, cabins and even RVs, transforming properties in one day.",7,July,2018,Reality TV,0,0,3
6770,TV Show,Flowering Heart,Data not available,"Choi Da-in, Yang Se-na, Gim Chae-eun, Esther, Um Sang-hyun, Shin Yong-woo",South Korea,2019-07-01,2016,TV-Y7,1 Season,"Kids' TV, Korean TV Shows","An ordinary student, who forms an advice club with her friends to help others, gains special powers after a mysterious encounter.",7,July,2019,Kids' TV, Korean TV Shows,0,1
6773,TV Show,Food: Delicious Science,Data not available,"Michael Mosley, James Wong",United States,2017-10-01,2017,TV-PG,1 Season,"Docuseries, Science & Nature TV","In this series, TV presenter Michael Mosley and botanist James Wong explore the physics, chemistry and biology inside every bite of food we eat.",10,October,2017,Docuseries, Science & Nature TV,0,1
6774,TV Show,Footprints in the Sand,Data not available,"Yenn Teoh, Leslie Chai, Elvis Chin, Candy Ice, Jacky Kam, Jordan Voon, Alvin Wong",United States,2017-10-16,2011,TV-14,1 Season,"International TV Shows, TV Dramas","Familial bonds strain as dramas concerning love, greed, business and generosity simmer across generations.",10,October,2017,International TV Shows, TV Dramas,0,1
6782,TV Show,For the Win,Data not available,Brodie Smith,United States,2018-12-31,2017,TV-14,1 Season,Reality TV,Frisbee national champion Brodie Smith challenges inventive athletes across the US to an exhibition match in the unconventional sports they've created.,12,December,2018,Reality TV,0,0,1
6785,TV Show,Forces of Nature,Data not available,Data not available,United Kingdom,2017-03-01,2016,TV-PG,1 Season,"British TV Shows, Docuseries, Science & Nature TV","This dynamic series spans the globe to explain the complex natural forces that govern the planet, from shape and color to motion and the elements.",3,March,2017,British TV Shows, Docuseries, Science & Nature TV,1
6788,TV Show,Forget Me Not,Data not available,Data not available,United Kingdom,2017-09-18,2011,TV-MA,1 Season,"International TV Shows, TV Dramas","Teenage Xue Ming was forced to marry the man who raped her. Years after abandoning her young sons to find a better life, can she escape the guilt?",9,September,2017,International TV Shows, TV Dramas,0,1
6791,TV Show,Four Seasons in Havana,Data not available,"Jorge Perugorría, Carlos Enrique Almirante, Mario Guerra, Luis Alberto García, Juana Acosta, Laura Ramos","Spain, Cuba",2016-12-09,2016,TV-MA,1 Season,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows","As Havana slowly revolves through the year, wistful detective Mario Conde probes the sultry heart of the city to investigate dark and deadly crimes.",12,December,2016,Crime TV Shows, International TV Shows, Spanish-Language TV Shows,1
6803,TV Show,Friday Night Tykes,Data not available,Data not available,United States,2018-01-17,2017,TV-PG,4 Seasons,"Docuseries, Reality TV","This docuseries dives into the cutthroat world of Texas youth football, where kids face grueling demands and pressure from coaches and parents to win.",1,January,2018,Docuseries, Reality TV,0,4
6810,TV Show,Frozen Planet,Alastair Fothergill,David Attenborough,"United Kingdom, United States, Spain, Germany, Greece, Canada",2016-01-28,2011,TV-PG,1 Season,"British TV Shows, Docuseries, International TV Shows",Go on a journey through the Arctic and Antarctic with this visually stunning program that explores these wildernesses and their inhabitants.,1,January,2016,British TV Shows, Docuseries, International TV Shows,1
6820,TV Show,Gabru: Hip Hop Revolution,Data not available,"Amol Parashar, Harleen Sethi, Chaitanya Sharma, Priya Malik, Pratik Dixit",India,2018-06-01,2018,TV-14,1 Season,"International TV Shows, TV Dramas","Three young, aspiring Indian rappers make their way in a cutthroat music industry, dreaming of fame, stardom and ultimate hip-hop domination .",6,June,2018,International TV Shows, TV Dramas,0,1
6822,TV Show,Galavant,Data not available,"Joshua Sasse, Timothy Omundson, Vinnie Jones, Mallory Jansen, Karen David, Luke Youngblood",United States,2016-09-07,2016,TV-PG,2 Seasons,"TV Action & Adventure, TV Comedies","In a time of legend, Galavant the knight embarks on a quest to save his fair lady and become a hero in this tongue-in-cheek musical comedy.",9,September,2016,TV Action & Adventure, TV Comedies,0,2
6824,TV Show,Game Winning Hit,Data not available,"Lego Lee, Alice Ko, Afalean Lu, Tsai Chen-nan, Wang Chuan, Leiya Gao, Charlize Lin",Taiwan,2016-09-01,2009,TV-MA,1 Season,"International TV Shows, TV Comedies, TV Dramas",An army deserter hiding out in a small coastal town becomes the coach of a youth baseball team and develops warm relationships in his new community.,9,September,2016,International TV Shows, TV Comedies, TV Dramas,1
6825,TV Show,Gangs of Hassepur,Data not available,"Ragini Khanna, Mandira Bedi, Tanishaa Mukerji",India,2017-04-15,2014,TV-PG,1 Season,"International TV Shows, Stand-Up Comedy & Talk Shows, TV Comedies","Training a keen eye on hot-button political topics, this variety show features stand-up comedy, sketches and sarcastic celebrity impersonations.",4,April,2017,International TV Shows, Stand-Up Comedy & Talk Shows, TV Comedies,1
6834,TV Show,Genius of the Ancient World,Data not available,Bettany Hughes,United Kingdom,2017-08-01,2015,TV-PG,1 Season,"British TV Shows, Docuseries, International TV Shows","Historian Bettany Hughes travels to India, Greece and China to explore the lives and times of Buddha, Socrates and Confucius.",8,August,2017,British TV Shows, Docuseries, International TV Shows,1
6835,TV Show,Genius of the Modern World,Data not available,Bettany Hughes,United Kingdom,2017-08-01,2016,TV-PG,1 Season,"British TV Shows, Docuseries, International TV Shows","Historian Bettany Hughes explores the intellectual landscapes that helped shape the work of Karl Marx, Friedrich Nietzsche and Sigmund Freud.",8,August,2017,British TV Shows, Docuseries, International TV Shows,1
6836,TV Show,Gentlemen and Gangsters,Data not available,"David Dencik, Ruth Vega Fernandez, David Fukamachi Regnfors, Sverrir Gudnason, Andreas Kundler, Sven Nordin, Boman Oscarsson, Lars Green, Sebastian Sporsén, Amanda Ooms, Magnus Krepper, Peter Carlberg, Peter Bergared, Christopher Wagelin, Lars Helander, Emilie Jonsson",Sweden,2016-06-01,2016,TV-MA,1 Season,"Crime TV Shows, International TV Shows, Romantic TV Shows","Now on the run, a writer relates his previous year's escapades when he got sucked into the thrilling, sordid orbit of boxer and jazz man Henry Morgan.",6,June,2016,Crime TV Shows, International TV Shows, Romantic TV Shows,1
6838,TV Show,Geronimo Stilton,Guy Vasilovich,"Brian Drummond, Erin Mathews, Richard Ian Cox, Sarah Edmondson, Moneca Stori","Italy, Canada, France",2017-12-31,2011,TV-Y,1 Season,"Kids' TV, TV Comedies","With the help of brainy and adventurous sidekicks, New Mouse City's favorite journalist investigates mysteries that take him around the world,",12,December,2017,Kids' TV, TV Comedies,0,1
6841,TV Show,Get Shorty,Data not available,"Ray Romano, Chris O'Dowd",United States,2018-11-01,2017,TV-MA,1 Season,"Crime TV Shows, TV Comedies, TV Dramas",Organized crime enforcer Miles Daly strives to reinvent himself as a Hollywood filmmaker in this satire based on Elmore Leonard's best-selling novel.,11,November,2018,Crime TV Shows, TV Comedies, TV Dramas,1
6849,TV Show,Ghost Town Gold,Data not available,"Brit Eaton, Scott Glaves",United States,2019-10-02,2012,TV-14,1 Season,Reality TV,"Two history buffs with an eye for valuables traverse through forgotten mines and abandoned landmarks in the wild, wild West to score collectibles.",10,October,2019,Reality TV,0,0,1
6857,TV Show,Glowing Embers,Data not available,"Henley Hii, Debbie Goh, Frederick Lee, Wymen Yang, Melvin Sia, Alvin Wong",United States,2017-08-14,2010,TV-14,1 Season,"International TV Shows, TV Dramas","Amid Malaysia's charcoal industry, a woman deftly adapts to her environs as she juggles three men in her life: her husband, her lover and her friend.",8,August,2017,International TV Shows, TV Dramas,0,1
6868,TV Show,Goldie & Bear,Data not available,"Natalie Lander, Georgie Kidder",United States,2018-10-31,2017,TV-Y,2 Seasons,Kids' TV,"Best pals Goldie and Bear, from ""Goldilocks and the Three Bears,"" join other characters from beloved stories for adventures in the Fairy Tale Forest.",10,October,2018,Kids' TV,0,0,2
6871,TV Show,Gomorrah,Data not available,"Marco D'Amore, Fortunato Cerlino, Salvatore Esposito, Fabio de Caro, Christian Giroso, Giovanni Buselli, Carmine Monaco, Lino Musella, Marco Palvetti, Vincenzo Fabricino, Maria Pia Calzone, Domenico Balsamo, Emanuele Vicorito, Carmine Battaglia, Alessio Gallo","Italy, Germany",2017-08-21,2016,TV-MA,2 Seasons,"Crime TV Shows, International TV Shows, TV Dramas","Mafia activity in Naples is at the center of this series, which focuses on internal struggles that follow after the head of a family is imprisoned.",8,August,2017,Crime TV Shows, International TV Shows, TV Dramas,2
6873,TV Show,Gonul,Neslihan Yesilyurt,"Gökçe Bahadır, Engin Öztürk, Onur Saylak",Turkey,2017-07-12,2015,TV-14,1 Season,"International TV Shows, TV Dramas, TV Thrillers","A nurse escapes from her surgeon fiancé after his ex reveals his dark secrets. She later finds love again, but a car accident changes everything.",7,July,2017,International TV Shows, TV Dramas, TV Thrillers,1
6885,TV Show,Gossip Girl,Data not available,"Blake Lively, Leighton Meester, Penn Badgley, Chace Crawford, Ed Westwick, Kelly Rutherford, Matthew Settle, Taylor Momsen, Jessica Szohr, Zuzanna Szadkowski, Connor Paolo",United States,2013-10-08,2012,TV-14,6 Seasons,"TV Dramas, Teen TV Shows",A group of hyperprivileged Manhattan private-school kids seem to get away with everything. Except an anonymous blogger is watching their every move.,10,October,2013,TV Dramas, Teen TV Shows,0,6
6889,TV Show,Grand Designs,Data not available,Kevin McCloud,United Kingdom,2019-08-01,2017,TV-14,2 Seasons,"British TV Shows, International TV Shows, Reality TV","Host Kevin McCloud presents people who take self-building houses to a new level, following every step of their ambitious plans from beginning to end.",8,August,2019,British TV Shows, International TV Shows, Reality TV,2
6890,TV Show,Grand Hotel,Data not available,"Yon González, Amaia Salamanca, Adriana Ozores, Pedro Alonso, Concha Velasco, Llorenç González, Pep Anton Muñoz, Eloy Azorín, Fele Martínez, Luz Valdenebro, Marta Larralde, Antonio Reyes, Iván Morales, Dion Córdoba, Raquel Sierra",Spain,2017-11-01,2013,TV-PG,3 Seasons,"International TV Shows, Romantic TV Shows, Spanish-Language TV Shows","To learn the truth about his sister's mysterious disappearance, a young man infiltrates a hotel in the guise of a footman and begins an investigation.",11,November,2017,International TV Shows, Romantic TV Shows, Spanish-Language TV Shows,3
6894,TV Show,Great Interior Design Challenge,Data not available,"Tom Dyckhoff, Daniel Hopwood, Sophie Robinson",United Kingdom,2018-12-01,2016,TV-PG,2 Seasons,"British TV Shows, International TV Shows, Reality TV","In this reality series, amateur interior designers on tight budgets test their mettle transforming rooms with speed and style.",12,December,2018,British TV Shows, International TV Shows, Reality TV,2
